time_point	mutation_type	metric	term	estimate	std.error	statistic	p.value	p.format
Relapse	All	shared.muts	(Intercept)	8013.490532531349	3258.967612014263	2.458904624577864	0.016695404874598318	0.0167
Relapse	All	shared.muts	time_since_diagnosis_years	-1043.1715652786272	345.62058170628296	-3.018256494241829	0.0036664384290704534	0.0037
Relapse	All	shared.muts	genome_coverage	110.49283175754425	73.93531373309783	1.4944527341348268	0.1400495411581154	0.14
Relapse	All	shared.muts	genome_coverage_partner	0.4487506982109243	71.99203955541337	0.006233337754870996	0.9950462447467524	0.995
Relapse	All	unique_muts_percent	(Intercept)	22.77250027847266	8.48221347025722	2.6847355773730714	0.009265074818512936	0.0093
Relapse	All	unique_muts_percent	time_since_diagnosis_years	6.294323610236043	0.8995571305893478	6.997136030829188	2.021593516387164e-9	<0.001
Relapse	All	unique_muts_percent	genome_coverage	-0.21748296031072623	0.19243367493516267	-1.1301710076679847	0.26268866756024883	0.2627
Relapse	All	unique_muts_percent	genome_coverage_partner	0.08881803790528767	0.1873758565188052	0.4740100435318027	0.6371314639161394	0.6371
Relapse	All	unique_mutations	(Intercept)	799.671927196295	1949.4250585002953	0.4102091145845265	0.6830442477822448	0.683
Relapse	All	unique_mutations	time_since_diagnosis_years	703.1242728579631	206.74075441186926	3.4009950039032835	0.0011703777686661537	0.0012
Relapse	All	unique_mutations	genome_coverage	28.384760453006304	44.22607723011367	0.6418104935085456	0.5233246885110925	0.5233
Relapse	All	unique_mutations	genome_coverage_partner	14.788460229470596	43.063663905246884	0.34340924316169874	0.7324339993348554	0.7324
Relapse	Coding	shared.muts	(Intercept)	92.91796183169274	21.388899530418833	4.344214235966035	4.774143561923951e-5	<0.001
Relapse	Coding	shared.muts	time_since_diagnosis_years	-9.171871007628312	2.28434929185851	-4.015091317390531	1.5075364605843486e-4	<0.001
Relapse	Coding	shared.muts	genome_coverage	0.13944453251317798	0.32645852112103735	0.42714318509541277	0.670624520961814	0.67
Relapse	Coding	shared.muts	genome_coverage_partner	0.3744709025404509	0.4766796993183764	0.785581813271935	0.4348412869362158	0.43
Relapse	Coding	unique_muts_percent	(Intercept)	26.396563927741315	8.271973759829425	3.191084098444436	0.002145916888973222	0.0021
Relapse	Coding	unique_muts_percent	time_since_diagnosis_years	5.930980923120057	0.8834525298351571	6.713412122128073	4.6388213224188e-9	<0.001
Relapse	Coding	unique_muts_percent	genome_coverage	0.04207732454528245	0.1262550378781952	0.3332724400738498	0.7399540757535352	0.74
Relapse	Coding	unique_muts_percent	genome_coverage_partner	-0.11109441348893326	0.18435179233963034	-0.6026218247136139	0.5487647640631443	0.5488
Relapse	Coding	unique_mutations	(Intercept)	30.245743330370807	20.46027213807916	1.478266912886249	0.14395364373853686	0.14
Relapse	Coding	unique_mutations	time_since_diagnosis_years	7.6118352095677215	2.185171242839454	3.4834044400459687	8.705171980041024e-4	<0.001
Relapse	Coding	unique_mutations	genome_coverage	0.148953546184269	0.3122848921905471	0.47697967435895655	0.6349059625741269	0.63
Relapse	Coding	unique_mutations	genome_coverage_partner	-0.019189117035753094	0.4559840190413363	-0.04208287184295716	0.9665559578425595	0.97
Diagnosis	All	shared.muts	(Intercept)	8013.490532531343	3258.9676120142635	2.458904624577862	0.016695404874598394	0.0167
Diagnosis	All	shared.muts	time_since_diagnosis_years	-1043.171565278627	345.62058170628296	-3.0182564942418284	0.0036664384290704564	0.0037
Diagnosis	All	shared.muts	genome_coverage	0.4487506982109873	71.99203955541333	0.0062333377548718745	0.9950462447467517	0.995
Diagnosis	All	shared.muts	genome_coverage_partner	110.49283175754428	73.93531373309784	1.4944527341348268	0.1400495411581154	0.14
Diagnosis	All	unique_muts_percent	(Intercept)	12.04126605435673	7.984490743735793	1.5080819103965606	0.1365323048270424	0.14
Diagnosis	All	unique_muts_percent	time_since_diagnosis_years	7.328351891860893	0.8467725562245688	8.654451349409786	2.574149244378048e-12	<0.001
Diagnosis	All	unique_muts_percent	genome_coverage	0.045453650089677375	0.17638094080277805	0.2577015967983853	0.797477132735623	0.8
Diagnosis	All	unique_muts_percent	genome_coverage_partner	-0.16239696337617687	0.1811419745200395	-0.8965175730609645	0.3733894530016333	0.37
Diagnosis	All	unique_mutations	(Intercept)	-2033.7344445620038	1701.633391945988	-1.1951660411625002	0.23650189977793626	0.24
Diagnosis	All	unique_mutations	time_since_diagnosis_years	1190.4666456475372	180.46191088462825	6.5967751300639765	1.0027652041726384e-8	<0.001
Diagnosis	All	unique_mutations	genome_coverage	34.33482879605139	37.58983612177474	0.9134072488324094	0.36451085519745663	0.36
Diagnosis	All	unique_mutations	genome_coverage_partner	19.793154721503385	38.60449494141565	0.5127163236182868	0.6099428547101107	0.61
Diagnosis	Coding	shared.muts	(Intercept)	92.91796183169275	21.388899530418833	4.344214235966036	4.774143561923933e-5	<0.001
Diagnosis	Coding	shared.muts	time_since_diagnosis_years	-9.171871007628312	2.28434929185851	-4.015091317390531	1.5075364605843486e-4	<0.001
Diagnosis	Coding	shared.muts	genome_coverage	0.3744709025404505	0.4766796993183764	0.7855818132719342	0.43484128693621626	0.43
Diagnosis	Coding	shared.muts	genome_coverage_partner	0.139444532513178	0.3264585211210373	0.42714318509541294	0.6706245209618138	0.67
Diagnosis	Coding	unique_muts_percent	(Intercept)	22.91995392476595	7.688613237287333	2.981025734733469	0.0039833395403607716	0.004
Diagnosis	Coding	unique_muts_percent	time_since_diagnosis_years	6.533316724132799	0.8211492217723909	7.956308732816077	2.6306495694299524e-11	<0.001
Diagnosis	Coding	unique_muts_percent	genome_coverage	-0.34457641938728145	0.17135083742448376	-2.0109409709721446	0.04829854701563171	0.048
Diagnosis	Coding	unique_muts_percent	genome_coverage_partner	0.15758567674170648	0.11735121310690935	1.3428551147412742	0.1837841923110956	0.184
Diagnosis	Coding	unique_mutations	(Intercept)	-7.2988944468548755	20.070965833654842	-0.36365437056427774	0.7172443098904775	0.72
Diagnosis	Coding	unique_mutations	time_since_diagnosis_years	13.495206548562956	2.1435930597467245	6.295600971089857	2.569752598404484e-8	<0.001
Diagnosis	Coding	unique_mutations	genome_coverage	0.12755157158758826	0.44730781707630235	0.2851539068136391	0.7763929564275553	0.78
Diagnosis	Coding	unique_mutations	genome_coverage_partner	0.23197932341346658	0.30634291466034674	0.7572537581640179	0.45151389520071605	0.45
